UNIPROT	REACTION_STID	REACTION_DISPLAY_NAME	PATHWAY_STID	PATHWAY_DISPLAY_NAME
P49407	R-HSA-432707	trans-Golgi Network Lysosomal Vesicle Scission	R-HSA-432720	Lysosome Vesicle Biogenesis
P49407	R-HSA-432706	trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly	R-HSA-5653656	Vesicle-mediated transport
P49407	R-HSA-432706	trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly	R-HSA-199991	Membrane Trafficking
P49407	R-HSA-432706	trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly	R-HSA-199992	trans-Golgi Network Vesicle Budding
P49407	R-HSA-432706	trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly	R-HSA-421837	Clathrin derived vesicle budding
P49407	R-HSA-432706	trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly	R-HSA-432720	Lysosome Vesicle Biogenesis
P49407	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-5653656	Vesicle-mediated transport
P49407	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-199991	Membrane Trafficking
P49407	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-199992	trans-Golgi Network Vesicle Budding
P49407	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-421837	Clathrin derived vesicle budding
P49407	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-432722	Golgi Associated Vesicle Biogenesis
P49407	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-5653656	Vesicle-mediated transport
P49407	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-199991	Membrane Trafficking
P49407	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-199992	trans-Golgi Network Vesicle Budding
P49407	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-421837	Clathrin derived vesicle budding
P49407	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-432722	Golgi Associated Vesicle Biogenesis
P49840	R-HSA-198371	AKT phosphorylates GSK3	R-HSA-1257604	PIP3 activates AKT signaling
P49840	R-HSA-198371	AKT phosphorylates GSK3	R-HSA-198323	AKT phosphorylates targets in the cytosol
P49840	R-HSA-198371	AKT phosphorylates GSK3	R-HSA-162582	Signal Transduction
P49840	R-HSA-198371	AKT phosphorylates GSK3	R-HSA-9006925	Intracellular signaling by second messengers
P49840	R-HSA-2399966	AKT1 E17K mutant phosphorylates GSK3	R-HSA-1643685	Disease
P49840	R-HSA-2399966	AKT1 E17K mutant phosphorylates GSK3	R-HSA-5663202	Diseases of signal transduction
P49840	R-HSA-2399966	AKT1 E17K mutant phosphorylates GSK3	R-HSA-2219528	PI3K/AKT Signaling in Cancer
P49840	R-HSA-2399966	AKT1 E17K mutant phosphorylates GSK3	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer
P52333	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5673001	RAF/MAP kinase cascade
P52333	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5684996	MAPK1/MAPK3 signaling
P52333	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-162582	Signal Transduction
P52333	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5683057	MAPK family signaling cascades
P52333	R-HSA-453111	Phosphorylated SHC recruits GRB2:SOS1	R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling
P52333	R-HSA-453111	Phosphorylated SHC recruits GRB2:SOS1	R-HSA-912526	Interleukin receptor SHC signaling
P52333	R-HSA-453111	Phosphorylated SHC recruits GRB2:SOS1	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-453111	Phosphorylated SHC recruits GRB2:SOS1	R-HSA-168256	Immune System
P52333	R-HSA-453111	Phosphorylated SHC recruits GRB2:SOS1	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-453111	Phosphorylated SHC recruits GRB2:SOS1	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-913374	Phosphorylated SHC1 recruits SHIP	R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling
P52333	R-HSA-913374	Phosphorylated SHC1 recruits SHIP	R-HSA-912526	Interleukin receptor SHC signaling
P52333	R-HSA-913374	Phosphorylated SHC1 recruits SHIP	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-913374	Phosphorylated SHC1 recruits SHIP	R-HSA-168256	Immune System
P52333	R-HSA-913374	Phosphorylated SHC1 recruits SHIP	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-913374	Phosphorylated SHC1 recruits SHIP	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-913424	The SHC1:SHIP1 complex is stabilized by GRB2	R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling
P52333	R-HSA-913424	The SHC1:SHIP1 complex is stabilized by GRB2	R-HSA-912526	Interleukin receptor SHC signaling
P52333	R-HSA-913424	The SHC1:SHIP1 complex is stabilized by GRB2	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-913424	The SHC1:SHIP1 complex is stabilized by GRB2	R-HSA-168256	Immune System
P52333	R-HSA-913424	The SHC1:SHIP1 complex is stabilized by GRB2	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-913424	The SHC1:SHIP1 complex is stabilized by GRB2	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-452100	SHC1 bound to IL2 receptor is phosphorylated	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-452100	SHC1 bound to IL2 receptor is phosphorylated	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-452100	SHC1 bound to IL2 receptor is phosphorylated	R-HSA-168256	Immune System
P52333	R-HSA-452100	SHC1 bound to IL2 receptor is phosphorylated	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-452100	SHC1 bound to IL2 receptor is phosphorylated	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-508247	Gab2 binds the p85 subunit of Class 1A PI3 kinases	R-HSA-512988	Interleukin-3, 5 and GM-CSF signaling
P52333	R-HSA-508247	Gab2 binds the p85 subunit of Class 1A PI3 kinases	R-HSA-912526	Interleukin receptor SHC signaling
P52333	R-HSA-508247	Gab2 binds the p85 subunit of Class 1A PI3 kinases	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-508247	Gab2 binds the p85 subunit of Class 1A PI3 kinases	R-HSA-168256	Immune System
P52333	R-HSA-508247	Gab2 binds the p85 subunit of Class 1A PI3 kinases	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-508247	Gab2 binds the p85 subunit of Class 1A PI3 kinases	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-198284	PIP3 recruits PDK1 and AKT to the membrane	R-HSA-397795	G-protein beta:gamma signalling
P52333	R-HSA-198284	PIP3 recruits PDK1 and AKT to the membrane	R-HSA-392451	G beta:gamma signalling through PI3Kgamma
P52333	R-HSA-198284	PIP3 recruits PDK1 and AKT to the membrane	R-HSA-162582	Signal Transduction
P52333	R-HSA-198284	PIP3 recruits PDK1 and AKT to the membrane	R-HSA-372790	Signaling by GPCR
P52333	R-HSA-198284	PIP3 recruits PDK1 and AKT to the membrane	R-HSA-388396	GPCR downstream signalling
P52333	R-HSA-452091	Phosphorylation of IL2RB Y338 enables SHC recruitment	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-452091	Phosphorylation of IL2RB Y338 enables SHC recruitment	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-452091	Phosphorylation of IL2RB Y338 enables SHC recruitment	R-HSA-168256	Immune System
P52333	R-HSA-452091	Phosphorylation of IL2RB Y338 enables SHC recruitment	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-452091	Phosphorylation of IL2RB Y338 enables SHC recruitment	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-452122	JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-452122	JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-452122	JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB	R-HSA-168256	Immune System
P52333	R-HSA-452122	JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-452122	JAK1 phosphorylates Y338, Y392 and Y510 of IL2RB	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-919404	Phosphorylated STAT5 is released	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-919404	Phosphorylated STAT5 is released	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-919404	Phosphorylated STAT5 is released	R-HSA-168256	Immune System
P52333	R-HSA-919404	Phosphorylated STAT5 is released	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-919404	Phosphorylated STAT5 is released	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-452097	Recruited STAT5 is phosphorylated	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-452097	Recruited STAT5 is phosphorylated	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-452097	Recruited STAT5 is phosphorylated	R-HSA-168256	Immune System
P52333	R-HSA-452097	Recruited STAT5 is phosphorylated	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-452097	Recruited STAT5 is phosphorylated	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-452108	Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-452108	Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-452108	Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment	R-HSA-168256	Immune System
P52333	R-HSA-452108	Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-452108	Phosphorylation of IL2RB Y338, Y392 or Y510 enables STAT recruitment	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-451942	Within the IL-2R complex JAK3 phosphorylates JAK1	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-451942	Within the IL-2R complex JAK3 phosphorylates JAK1	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-451942	Within the IL-2R complex JAK3 phosphorylates JAK1	R-HSA-168256	Immune System
P52333	R-HSA-451942	Within the IL-2R complex JAK3 phosphorylates JAK1	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-451942	Within the IL-2R complex JAK3 phosphorylates JAK1	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-508292	SYK binds IL2RB	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-508292	SYK binds IL2RB	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-508292	SYK binds IL2RB	R-HSA-168256	Immune System
P52333	R-HSA-508292	SYK binds IL2RB	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-508292	SYK binds IL2RB	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-508282	SYK is a substrate for JAK1	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-508282	SYK is a substrate for JAK1	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-508282	SYK is a substrate for JAK1	R-HSA-168256	Immune System
P52333	R-HSA-508282	SYK is a substrate for JAK1	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-508282	SYK is a substrate for JAK1	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-450063	Interleukin-2: IL2 receptor alpha:beta binds IL2 receptor gamma subunit	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-450063	Interleukin-2: IL2 receptor alpha:beta binds IL2 receptor gamma subunit	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-450063	Interleukin-2: IL2 receptor alpha:beta binds IL2 receptor gamma subunit	R-HSA-168256	Immune System
P52333	R-HSA-450063	Interleukin-2: IL2 receptor alpha:beta binds IL2 receptor gamma subunit	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-450063	Interleukin-2: IL2 receptor alpha:beta binds IL2 receptor gamma subunit	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-8985947	Interleukin-9 signaling
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-1266695	Interleukin-7 signaling
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-168256	Immune System
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-451895	IL2RG binds JAK3	R-HSA-6785807	Interleukin-4 and 13 signaling
P52333	R-HSA-6786092	IL4:IL4R:JAK2 binds IL2RG:JAK3	R-HSA-168256	Immune System
P52333	R-HSA-6786092	IL4:IL4R:JAK2 binds IL2RG:JAK3	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-6786092	IL4:IL4R:JAK2 binds IL2RG:JAK3	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-6786092	IL4:IL4R:JAK2 binds IL2RG:JAK3	R-HSA-6785807	Interleukin-4 and 13 signaling
P52333	R-HSA-449958	IL7:IL7R:JAK1 binds IL2RG:JAK3	R-HSA-1266695	Interleukin-7 signaling
P52333	R-HSA-449958	IL7:IL7R:JAK1 binds IL2RG:JAK3	R-HSA-168256	Immune System
P52333	R-HSA-449958	IL7:IL7R:JAK1 binds IL2RG:JAK3	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-449958	IL7:IL7R:JAK1 binds IL2RG:JAK3	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-8963734	IL9 binds IL9R:JAK1 and IL2RG:JAK3	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-8963734	IL9 binds IL9R:JAK1 and IL2RG:JAK3	R-HSA-8985947	Interleukin-9 signaling
P52333	R-HSA-8963734	IL9 binds IL9R:JAK1 and IL2RG:JAK3	R-HSA-168256	Immune System
P52333	R-HSA-8963734	IL9 binds IL9R:JAK1 and IL2RG:JAK3	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-8963734	IL9 binds IL9R:JAK1 and IL2RG:JAK3	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-6786095	JAK1 phosphorylates STAT3,STAT6	R-HSA-168256	Immune System
P52333	R-HSA-6786095	JAK1 phosphorylates STAT3,STAT6	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-6786095	JAK1 phosphorylates STAT3,STAT6	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-6786095	JAK1 phosphorylates STAT3,STAT6	R-HSA-6785807	Interleukin-4 and 13 signaling
P52333	R-HSA-6786124	STAT3,STAT6 bind p-Y-IL4R	R-HSA-168256	Immune System
P52333	R-HSA-6786124	STAT3,STAT6 bind p-Y-IL4R	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-6786124	STAT3,STAT6 bind p-Y-IL4R	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-6786124	STAT3,STAT6 bind p-Y-IL4R	R-HSA-6785807	Interleukin-4 and 13 signaling
P52333	R-HSA-508513	PTK2B binds JAK3	R-HSA-9020558	Interleukin-2 signaling
P52333	R-HSA-508513	PTK2B binds JAK3	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-508513	PTK2B binds JAK3	R-HSA-168256	Immune System
P52333	R-HSA-508513	PTK2B binds JAK3	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-508513	PTK2B binds JAK3	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-6785165	p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B	R-HSA-1266695	Interleukin-7 signaling
P52333	R-HSA-6785165	p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B	R-HSA-168256	Immune System
P52333	R-HSA-6785165	p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-6785165	p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-1295519	IL7R is phosphorylated on Y499	R-HSA-1266695	Interleukin-7 signaling
P52333	R-HSA-1295519	IL7R is phosphorylated on Y499	R-HSA-168256	Immune System
P52333	R-HSA-1295519	IL7R is phosphorylated on Y499	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-1295519	IL7R is phosphorylated on Y499	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-1295516	IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits	R-HSA-1266695	Interleukin-7 signaling
P52333	R-HSA-1295516	IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits	R-HSA-168256	Immune System
P52333	R-HSA-1295516	IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-1295516	IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits	R-HSA-449147	Signaling by Interleukins
P52333	R-HSA-8983394	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1 binds GRB2	R-HSA-451927	Interleukin-2 family signaling
P52333	R-HSA-8983394	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1 binds GRB2	R-HSA-8983432	Interleukin-15 signaling
P52333	R-HSA-8983394	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1 binds GRB2	R-HSA-168256	Immune System
P52333	R-HSA-8983394	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1 binds GRB2	R-HSA-1280215	Cytokine Signaling in Immune system
P52333	R-HSA-8983394	IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3:p-Y-SHC1 binds GRB2	R-HSA-449147	Signaling by Interleukins
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-110056	MAPK3 (ERK1) activation
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-112409	RAF-independent MAPK1/3 activation
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-1266738	Developmental Biology
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-422475	Axon guidance
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-373760	L1CAM interactions
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-445144	Signal transduction by L1
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-5684996	MAPK1/MAPK3 signaling
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-162582	Signal Transduction
Q02750	R-HSA-109860	MAP2K1 phosphorylates MAPK3	R-HSA-5683057	MAPK family signaling cascades
Q02750	R-HSA-109857	MAP2K1 binds MAPK3	R-HSA-110056	MAPK3 (ERK1) activation
Q02750	R-HSA-109857	MAP2K1 binds MAPK3	R-HSA-112409	RAF-independent MAPK1/3 activation
Q02750	R-HSA-109857	MAP2K1 binds MAPK3	R-HSA-5684996	MAPK1/MAPK3 signaling
Q02750	R-HSA-109857	MAP2K1 binds MAPK3	R-HSA-162582	Signal Transduction
Q02750	R-HSA-109857	MAP2K1 binds MAPK3	R-HSA-5683057	MAPK family signaling cascades
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-450294	MAP kinase activation
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-166166	MyD88-independent TLR4 cascade 
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling 
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-9020702	Interleukin-1 signaling
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-446652	Interleukin-1 family signaling
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-975871	MyD88 cascade initiated on plasma membrane
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-975155	MyD88 dependent cascade initiated on endosome
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168898	Toll-Like Receptors Cascades
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168164	Toll Like Receptor 3 (TLR3) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168249	Innate Immune System
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-168256	Immune System
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-1280215	Cytokine Signaling in Immune system
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-449147	Signaling by Interleukins
Q02750	R-HSA-451649	TPL2 phosphorylates MEK1, SEK1	R-HSA-448424	Interleukin-17 signaling
Q02750	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5674135	MAP2K and MAPK activation
Q02750	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5673001	RAF/MAP kinase cascade
Q02750	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5684996	MAPK1/MAPK3 signaling
Q02750	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-162582	Signal Transduction
Q02750	R-HSA-5672980	Dissociation of RAS:RAF complex	R-HSA-5683057	MAPK family signaling cascades
Q02750	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5674135	MAP2K and MAPK activation
Q02750	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5673001	RAF/MAP kinase cascade
Q02750	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5684996	MAPK1/MAPK3 signaling
Q02750	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-162582	Signal Transduction
Q02750	R-HSA-5672973	MAP2Ks phosphorylate MAPKs	R-HSA-5683057	MAPK family signaling cascades
Q02750	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5674135	MAP2K and MAPK activation
Q02750	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5673001	RAF/MAP kinase cascade
Q02750	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5684996	MAPK1/MAPK3 signaling
Q02750	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-162582	Signal Transduction
Q02750	R-HSA-5672978	RAF phosphorylates MAP2K dimer	R-HSA-5683057	MAPK family signaling cascades
Q02750	R-HSA-5672969	Phosphorylation of RAF	R-HSA-5673000	RAF activation
Q02750	R-HSA-5672969	Phosphorylation of RAF	R-HSA-5673001	RAF/MAP kinase cascade
Q02750	R-HSA-5672969	Phosphorylation of RAF	R-HSA-5684996	MAPK1/MAPK3 signaling
Q02750	R-HSA-5672969	Phosphorylation of RAF	R-HSA-162582	Signal Transduction
Q02750	R-HSA-5672969	Phosphorylation of RAF	R-HSA-5683057	MAPK family signaling cascades
Q02750	R-HSA-6802924	RAF is phosphorylated downstream of oncogenic RAS 	R-HSA-6802957	Oncogenic MAPK signaling
Q02750	R-HSA-6802924	RAF is phosphorylated downstream of oncogenic RAS 	R-HSA-6802949	Signaling by RAS mutants
Q02750	R-HSA-6802924	RAF is phosphorylated downstream of oncogenic RAS 	R-HSA-1643685	Disease
Q02750	R-HSA-6802924	RAF is phosphorylated downstream of oncogenic RAS 	R-HSA-5663202	Diseases of signal transduction
Q02750	R-HSA-6802916	RAF is phosphorylated downstream of moderate kinase activity BRAF mutants	R-HSA-6802957	Oncogenic MAPK signaling
Q02750	R-HSA-6802916	RAF is phosphorylated downstream of moderate kinase activity BRAF mutants	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q02750	R-HSA-6802916	RAF is phosphorylated downstream of moderate kinase activity BRAF mutants	R-HSA-1643685	Disease
Q02750	R-HSA-6802916	RAF is phosphorylated downstream of moderate kinase activity BRAF mutants	R-HSA-5663202	Diseases of signal transduction
Q02750	R-HSA-6802941	RAF is paradoxically phosphorylated downstream of kinase-inactive RAF	R-HSA-6802957	Oncogenic MAPK signaling
Q02750	R-HSA-6802941	RAF is paradoxically phosphorylated downstream of kinase-inactive RAF	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q02750	R-HSA-6802941	RAF is paradoxically phosphorylated downstream of kinase-inactive RAF	R-HSA-1643685	Disease
Q02750	R-HSA-6802941	RAF is paradoxically phosphorylated downstream of kinase-inactive RAF	R-HSA-5663202	Diseases of signal transduction
Q02750	R-HSA-6802927	BRAF and RAF fusion mutant dimers are phosphorylated	R-HSA-6802957	Oncogenic MAPK signaling
Q02750	R-HSA-6802927	BRAF and RAF fusion mutant dimers are phosphorylated	R-HSA-6802952	Signaling by BRAF and RAF fusions
Q02750	R-HSA-6802927	BRAF and RAF fusion mutant dimers are phosphorylated	R-HSA-1643685	Disease
